"ID"	"ItemNumber"	"ArgumentOrder"	"ExperimentID"	"ParticipantID"	"VerbType"	"RE1"	"RE2"	"REP"	"ContextS"	"ContextVinf"	"ContextVaux"	"ContextV"	"ContextValency"	"AntecedentAnswer"	"TargetPrompt"	"RE1gennum"	"RE1case"	"RE1gram"	"RE1proto"	"RE1art"	"RE2gennum"	"RE2case"	"RE2gram"	"RE2proto"	"RE2art"	"REPgennum"	"REPcase"	"REPtype"	"RE1role"	"RE2role"	"EGLM_7b_t00_comp_Completion"	"EGLM_7b_t00_comp_Antecedens"	"EGLM_7b_t02_comp_Completion"	"EGLM_7b_t02_comp_Antecedens"	"EGLM_7b_t05_comp_Completion"	"EGLM_7b_t05_comp_Antecedens"	"EMG_70b_t00_comp_Completion"	"EMG_70b_t00_comp_Antecedens"	"EMG_70b_t02_comp_Completion"	"EMG_70b_t02_comp_Antecedens"	"EMG_70b_t05_comp_Completion"	"EMG_70b_t05_comp_Antecedens"	"GPT4_t05_comp_Completion"	"GPT4_t05_comp_Antecedens"	"MIX_8x7b_t00_comp_Completion"	"MIX_8x7b_t00_comp_Antecedens"	"MIX_8x7b_t02_comp_Completion"	"MIX_8x7b_t02_comp_Antecedens"	"MIX_8x7b_t05_comp_Completion"	"MIX_8x7b_t05_comp_Antecedens"	"SKLM_7b_t00_comp_Completion"	"SKLM_7b_t00_comp_Antecedens"	"SKLM_7b_t02_comp_Completion"	"SKLM_7b_t02_comp_Antecedens"	"SKLM_7b_t05_comp_Completion"	"SKLM_7b_t05_comp_Antecedens"
"244"	"ID_100244"	"22"	"OS"	"A1"	"A1_VP09"	"SimpleTransitive"	"Den Anfänger"	"der Fahrer"	"Der"	"Den Anfänger will der Fahrer überholen"	"überholen"	"will"	"überholen"	"2"	"NP2"	"Der ist	Auf was bezieht sich das \"Der\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"der"	"O"	"S"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Den Anfänger will der Fahrer überholen. Der ist zu langsam."	"Auf Anfänger"	NA	NA	"zu schnell."	"Auf Anfänger"	"Der ist jedoch zu langsam, sodass der Fahrer schnell vorbeizieht."	"Das Der bezieht sich auf Anfänger."	"Der ist sehr langsam unterwegs."	"Auf Anfänger"	"Der ist ein Anfänger im Autofahren."	"Auf Anfänger"	"Der ist ein Anfänger im Straßenverkehr."	"Auf Anfänger"	"Der ist zu schnell."	"Auf Fahrer"	"Der ist zu schnell."	"Auf Fahrer"	"Der ist zu schnell."	"Auf Fahrer"
"245"	"ID_100245"	"22"	"OS"	"A1"	"A1_VP10"	"SimpleTransitive"	"Den Anfänger"	"der Fahrer"	"Der"	"Den Anfänger will der Fahrer überholen"	"überholen"	"will"	"überholen"	"2"	"NP1"	"Der ist	Auf was bezieht sich das \"Der\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"der"	"O"	"S"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Der ist mit seinem Auto auf der Landstraße unterwegs."	"Auf Anfänger"	"Den Anfänger will der Fahrer überholen. Der ist zu langsam."	"Auf Anfänger"	"Der ist zu langsam."	"Auf Anfänger"	"Den Anfänger will der Fahrer überholen. Der ist zu langsam."	"Auf Anfänger"	"Der ist jedoch zu unsicher unterwegs und macht es schwierig, vorbeizukommen."	"Das Der bezieht sich auf Anfänger."	"Der ist sehr langsam unterwegs."	"Auf Anfänger"	"Der ist sehr langsam unterwegs."	"Auf Anfänger"	"Der ist sehr langsam und unerfahren."	"Auf Anfänger"	"Der ist zu schnell."	"Auf Fahrer"	"Der ist zu schnell."	"Auf Fahrer"	"Der ist auf dem Feldweg."	"Auf Anfänger"
"246"	"ID_100246"	"22"	"OS"	"A1"	"A1_VP11"	"SimpleTransitive"	"Den Anfänger"	"der Fahrer"	"Der"	"Den Anfänger will der Fahrer überholen"	"überholen"	"will"	"überholen"	"2"	"NP1"	"Der ist	Auf was bezieht sich das \"Der\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"der"	"O"	"S"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Der ist mit seinem Fahrrad unterwegs."	"Auf Anfänger"	"Den Anfänger will der Fahrer überholen. Der ist zu langsam."	"Auf Anfänger"	"Der ist zu langsam."	"Auf Anfänger"	"zu schnell."	"auf Anfänger"	"Der ist jedoch plötzlich langsamer geworden."	"Das Der bezieht sich auf Anfänger."	"Der ist sehr langsam unterwegs."	"Auf Anfänger"	"Der ist sehr langsam."	"Auf Anfänger"	"Der ist ein Anfänger im Autofahren."	"Auf Anfänger"	"Der ist zu schnell."	"Auf Fahrer"	"Der ist zu schnell."	"Auf Fahrer"	"Der ist ein anderer Fahrer."	"Auf Fahrer"
"247"	"ID_100247"	"17"	"OS"	"A1"	"A1_VP07"	"SimpleTransitive"	"Den Clown"	"der Komödiant"	"Dieser"	"Den Clown will der Komödiant einladen"	"einladen"	"will"	"einladen"	"2"	"NP2"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat sich in einer Zeitung als Jongleur angekündigt."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat eine Vorstellung."	"Auf Clown"	"Diese hat eine Vorliebe für bunte Klamotten."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat eine witzige Geste gemacht."	"Auf Clown"	"Dieser hat schon viele Jahre nicht mehr auf der Bühne gestanden."	"Dieser bezieht sich auf den Clown in meinem ergänzten Satz."	"Dieser hat eine rote Nase."	"Auf Clown"	"Dieser hat eine rote Nase und weiße Haare."	"Auf Clown"	"Dieser hat eine neue Nase ausprobiert."	"Auf Clown"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"Diesen besucht."	"Auf Komödiant"
"248"	"ID_100248"	"17"	"OS"	"A1"	"A1_VP08"	"SimpleTransitive"	"Den Clown"	"der Komödiant"	"Dieser"	"Den Clown will der Komödiant einladen"	"einladen"	"will"	"einladen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat einen neuen Witz vorbereitet."	"Auf Clown."	"Den Clown will der Komödiant einladen. Dieser hat eine Vorstellung."	"Auf Clown"	"Diese hat eine Vorliebe für bunte Kleidung."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat eine Vorstellung gegeben."	"Auf Clown"	"Dieser hat eine einzigartige Fähigkeit, das Publikum zum Lachen zu bringen."	"Dieser bezieht sich auf den Clown."	"Dieser hat eine rote Nase."	"Auf Clown"	"Dieser hat eine rote Nase und einen bunten Anzug an."	"Auf Clown"	"...eine neue, lustige Nummer."	"Auf Clown"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"Dieser hat eine Party geplant."	"Auf Komödiant"	"diesen Job schon oft erledigt."	"Auf Komödiant"
"249"	"ID_100249"	"17"	"OS"	"A1"	"A1_VP09"	"SimpleTransitive"	"Den Clown"	"der Komödiant"	"Dieser"	"Den Clown will der Komödiant einladen"	"einladen"	"will"	"einladen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat einen unglaublichen Witz erzählt, der alle zum Lachen brachte."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat eine Vorstellung."	"Auf Clown"	NA	NA	"Der Clown will den Komödiant einladen. Dieser hat"	"Auf Komödiant"	"Dieser hat allerdings Höhenangst und zögert, weil die Party auf dem Dach eines Hochhauses stattfinden soll."	"Dieser bezieht sich auf Clown."	"Dieser hat eine rote Nase."	"Auf Clown"	"Dieser hat eine rote Nase und einen bunten Anzug an."	"Auf Clown"	"Dieser hat eine neue Nase für seine Clownsfigur."	"Auf Clown"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"einen großen Sinn für Humor."	"Auf Komödiant"
"250"	"ID_100250"	"17"	"OS"	"A1"	"A1_VP10"	"SimpleTransitive"	"Den Clown"	"der Komödiant"	"Dieser"	"Den Clown will der Komödiant einladen"	"einladen"	"will"	"einladen"	"2"	"NP0"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat eine Vorliebe für rote Nasen."	"Auf Clown"	"Dieser hat sich bei einer Vorstellung den Arm gebrochen."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat eine Vorstellung."	"Auf Clown"	"Diese hat einen schlechten Tag gehabt."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat einen witzigen Sinn für Humor."	"Auf Clown"	"Dieser hat jedoch panische Angst vor Clowns."	"Dieser bezieht sich auf den Komödianten."	"Dieser hat eine rote Nase."	"Auf Clown"	"Dieser hat eine rote Nase."	"Auf Clown"	"Dieser hat die größte Bühnenpräsenz."	"Auf Clown"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant."	"Dieser hat einen Vertrag mit dem Circus unterschrieben."	"Auf Komödiant"
"251"	"ID_100251"	"17"	"OS"	"A1"	"A1_VP11"	"SimpleTransitive"	"Den Clown"	"der Komödiant"	"Dieser"	"Den Clown will der Komödiant einladen"	"einladen"	"will"	"einladen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat eine Vorstellung im Zirkus."	"Auf Clown"	"Dieser hat eine Vorstellung in einem Zirkus gegeben."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat eine Vorstellung."	"Auf Clown"	"Diese hat einen großen Sommerspross auf der Nase."	"Auf Clown"	"Den Clown will der Komödiant einladen. Dieser hat einen Lachanfall."	"Auf Clown"	"Dieser hat jedoch Höhenangst und zögert, da die Party im siebten Stock eines Hochhauses stattfindet."	"Dieser bezieht sich auf den Clown in dem Satz, den ich ergänzt habe."	"Dieser hat eine rote Nase."	"Auf Clown"	"Dieser hat eine neue Nase aus Gummi."	"Auf Clown"	"Dieser hat eine rote Nase."	"Auf Clown"	"Diesen bereits zuvor kennengelernt."	"Auf Komödiant"	"Dieser hat eine Party geplant."	"Auf Komödiant"	"Dieser hat schon oft in der Vergangenheit bei seinen Auftritten gelacht."	"Auf Komödiant"
"252"	"ID_100252"	"5"	"OS"	"A1"	"A1_VP07"	"SimpleTransitive"	"Den Direktor"	"der Schüler"	"Dieser"	"Den Direktor will der Schüler begrüßen"	"begrüßen"	"will"	"begrüßen"	"2"	"NP2"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat ihm ein Buch gegeben."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule besucht."	"Auf Direktor"	"Diesen hat einen neuen Job angenommen."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule verlassen."	"Auf Direktor"	"Dieser hat gerade das Schulgelände betreten."	"Dieser bezieht sich auf den Direktor."	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat heute Geburtstag."	"Auf Der Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat die Schule verlassen."	"Auf Direktor"
"253"	"ID_100253"	"5"	"OS"	"A1"	"A1_VP08"	"SimpleTransitive"	"Den Direktor"	"der Schüler"	"Dieser"	"Den Direktor will der Schüler begrüßen"	"begrüßen"	"will"	"begrüßen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat den Schüler kürzlich in einer Prüfung erwähnt."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule besucht."	"Auf Direktor"	"Diesen hat einen neuen Job angenommen."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule besucht."	"Auf Direktor"	"Dieser hat gerade das Schulgelände betreten."	"Dieser bezieht sich auf den Direktor."	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Den Schüler nicht bemerkt."	"Auf Der Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"diesen Schüler zuletzt ausgesucht, um ihn zum Präsidenten der Schülerrats zu wählen."	"Auf Direktor."
"254"	"ID_100254"	"5"	"OS"	"A1"	"A1_VP09"	"SimpleTransitive"	"Den Direktor"	"der Schüler"	"Dieser"	"Den Direktor will der Schüler begrüßen"	"begrüßen"	"will"	"begrüßen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat den Schüler in sein Büro gerufen."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule besucht."	"Auf Direktor"	NA	NA	"Den Direktor will der Schüler begrüßen. Dieser hat den Eingang verschlossen."	"Auf Direktor"	"Dieser hat gerade das Schulgebäude durch den Haupteingang betreten."	"Das Dieser bezieht sich auf den Direktor."	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Schüler will den Direktor begrüßen. Dieser hat..."	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat einen wichtigen Preis gewonnen."	"Auf Direktor"	"Den Schüler zum besten Schüler des Jahres ernannt."	"Auf Direktor"
"255"	"ID_100255"	"5"	"OS"	"A1"	"A1_VP10"	"SimpleTransitive"	"Den Direktor"	"der Schüler"	"Dieser"	"Den Direktor will der Schüler begrüßen"	"begrüßen"	"will"	"begrüßen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat einen großen Schokoladenkuchen mitgebracht."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule besucht."	"Auf Direktor"	NA	NA	"Den Direktor will der Schüler begrüßen. Dieser hat den neuen Schulleiter kennengelernt."	"Auf Schüler"	"Dieser hat gerade das Schulgebäude betreten."	"Dieser bezieht sich auf den Direktor."	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat sich schon auf den Empfang vorbereitet."	"Auf der Direktor."	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Diesen einen Schüler in den letzten Klassenjahren kennengelernt."	"Auf Direktor"
"256"	"ID_100256"	"5"	"OS"	"A1"	"A1_VP11"	"SimpleTransitive"	"Den Direktor"	"der Schüler"	"Dieser"	"Den Direktor will der Schüler begrüßen"	"begrüßen"	"will"	"begrüßen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat eine wichtige Rolle in der Schule."	"Auf Direktor"	"Dieser hat den Schüler eingeladen, um an einer Schulveranstaltung teilzunehmen."	"Auf Direktor"	"Den Direktor will der Schüler begrüßen. Dieser hat die Schule besucht."	"Auf Direktor"	"Diesen hat einen neuen Job angenommen."	"Auf Direktor"	""	""	"Dieser hat gerade das Schulgebäude betreten."	"Dieser bezieht sich auf den Direktor."	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat eine wichtige Ankündigung zu machen."	"Auf Der Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat einen neuen Job erhalten."	"Auf Direktor"	"Dieser hat den Schüler zum besten Schüler des Jahres ernannt."	"Auf Direktor"
"257"	"ID_100257"	"23"	"OS"	"A1"	"A1_VP07"	"SimpleTransitive"	"Den Professor"	"der Doktorand"	"Dieser"	"Den Professor soll der Doktorand vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat eine wichtige Konferenz außerhalb der Stadt."	"Auf Professor"	"Den Professor soll der Doktorand vertreten. Dieser hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Diesen hat eine Krankheit befallen."	"Auf Professor"	"Den Professor soll der Doktorand vertreten. Dieser hat ein Seminar vorbereitet."	"Auf Doktorand"	"Dieser hat sich gründlich auf die bevorstehende Vorlesung vorbereitet."	"Dieser bezieht sich auf der Doktorand."	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat keine Zeit."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat einen Termin in der anderen Stadt."	"Auf Doktorand"	"Dieser hat sich nicht für das Seminar angemeldet."	"Auf Doktorand"
"258"	"ID_100258"	"23"	"OS"	"A1"	"A1_VP08"	"SimpleTransitive"	"Den Professor"	"der Doktorand"	"Dieser"	"Den Professor soll der Doktorand vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet und kann nicht an der Konferenz teilnehmen."	"Auf Professor"	"Den Professor soll der Doktorand vertreten. Dieser hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Diesen hat eine Krankheit befallen."	"Auf Professor"	"Diesen an der Universität gesehen."	"Auf Doktorand"	"Dieser hat sich intensiv auf die anstehende Vorlesung vorbereitet."	"Dieser bezieht sich auf der Doktorand."	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"den Vortrag vergessen."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat einen Termin verschoben."	"Auf Doktorand"
"259"	"ID_100259"	"23"	"OS"	"A1"	"A1_VP09"	"SimpleTransitive"	"Den Professor"	"der Doktorand"	"Dieser"	"Den Professor soll der Doktorand vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet."	"Auf Professor"	"Den Professor soll der Doktorand vertreten. Dieser hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Diesen hat eine schwere Krankheit befallen."	"Auf Professor"	"Die Prüfungen zu korrigieren."	"Auf Doktorand"	"Dieser hat sich gründlich auf die bevorstehende Vorlesung vorbereitet."	"Dieser bezieht sich auf den Doktorand."	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine akute Erkrankung."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat einen Termin verpasst."	"Auf Doktorand"	"Dieser hat einen Termin verpasst."	"Dieser bezieht sich auf den Doktorand."
"260"	"ID_100260"	"23"	"OS"	"A1"	"A1_VP10"	"SimpleTransitive"	"Den Professor"	"der Doktorand"	"Dieser"	"Den Professor soll der Doktorand vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet und kann deshalb nicht an der Konferenz teilnehmen."	"Auf Professor"	"Dieser hat eine wichtige Konferenz besucht."	"Auf Professor"	"Den Professor soll der Doktorand vertreten. Dieser hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Diesen hat einen Termin vergessen."	"Auf Doktorand"	"Den Professor soll der Doktorand vertreten. Dieser hat seine Vorlesung verschoben."	"Auf Doktorand"	"Dieser hat sich gründlich auf die bevorstehende Vorlesung vorbereitet."	"Dieser bezieht sich auf der Doktorand."	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat seine Doktorarbeit abgegeben."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Diesen Tag für die Vorlesung abgesagt."	"Auf Doktorand"
"261"	"ID_100261"	"23"	"OS"	"A1"	"A1_VP11"	"SimpleTransitive"	"Den Professor"	"der Doktorand"	"Dieser"	"Den Professor soll der Doktorand vertreten"	"vertreten"	"soll"	"vertreten"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet."	"Auf Professor"	"Dieser hat sich erkältet."	"Auf Professor"	"Den Professor soll der Doktorand vertreten. Dieser hat eine Vorlesung vorbereitet."	"Auf Doktorand"	"Diesen hat einen Termin vergessen."	"Auf Doktorand"	"eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat sich gründlich auf die bevorstehende Vorlesung vorbereitet."	"Dieser bezieht sich auf der Doktorand."	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine wichtige Konferenz."	"Auf Doktorand"	"Dieser hat eine wichtige Konferenz."	"Auf Der Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"	"Dieser hat eine Krankheit."	"Auf Doktorand"
"262"	"ID_100262"	"11"	"OS"	"A1"	"A1_VP07"	"SimpleTransitive"	"Den Raser"	"der Polizist"	"Dieser"	"Den Raser will der Polizist prüfen"	"prüfen"	"will"	"prüfen"	"2"	"NP1"	"Dieser hat	Auf was bezieht sich das \"Dieser\" in dem Satz, den Sie ergänzt haben?"	"M Sg"	"acc"	"O"	"pP"	"Den"	"M Sg"	"nom"	"S"	"pA"	"der"	"M Sg"	"nom"	"dieser"	"O"	"S"	"Dieser hat einen Unfall verursacht."	"Auf Raser"	"Dieser hat einen Unfall verursacht."	"Auf Raser"	"Dieser hat einen Unfall verursacht."	"Auf Raser"	"Den Raser will der Polizist prüfen. Dieser hat über 200 km/h gefahren."	"Auf Raser"	"Diese hat eine Geschwindigkeitsüberschreitung begangen."	"Auf Raser"	"Den Raser will der Polizist prüfen. Dieser hat übermäßige Geschwindigkeit gefahren."	"Auf Raser"	"Dieser hat die Geschwindigkeitsbegrenzung deutlich überschritten."	"Dieser bezieht sich auf den Raser."	"Dieser hat einen Unfall verursacht."	"Auf Raser"	"Dieser hat einen Unfall verursacht."	"Auf Raser"	"Dieser hat einen Unfall verursacht."	"Auf Raser"	"Dieser hat einen verdächtigen Schnurrbart."	"Auf Raser"	"Dieser hat einen verdächtigen Schnitt auf der Wange."	"Auf Raser"	"Dieser hat einen Verdacht auf Verbrechen erzeugt."	"Auf Raser"
