Model	Pronoun	Chi_Square	P_Value
Ministral_8b_t05_comp_Antecedens	Dieser	166.068904454704	5.34336192262432e-38
Ministral_8b_t05_comp_Antecedens	Er	0.534937364368598	0.464538453450117
MISTRALNEMO_12b_t00_comp_Antecedens	Der	178.998666462628	8.01780244174669e-41
MISTRALNEMO_12b_t00_comp_Antecedens	Dieser	241.060161362048	2.30964433531818e-54
MISTRALNEMO_12b_t00_comp_Antecedens	Er	42.3070436507937	7.80110934256637e-11
MISTRALNEMO_12b_t02_comp_Antecedens	Der	208.535676050727	2.86645408589987e-47
MISTRALNEMO_12b_t02_comp_Antecedens	Dieser	232.555804064211	1.65187593969565e-52
MISTRALNEMO_12b_t02_comp_Antecedens	Er	50.50439158375	1.1889843717929e-12
MISTRALNEMO_12b_t05_comp_Antecedens	Der	193.956571679508	4.3525365600561e-44
MISTRALNEMO_12b_t05_comp_Antecedens	Dieser	236.730669179932	2.03041853082488e-53
MISTRALNEMO_12b_t05_comp_Antecedens	Er	42.7345562530101	6.26949078488478e-11
MIX_8x7b_t00_comp_Antecedens	Der	317.405472109211	5.32172800952186e-71
MIX_8x7b_t00_comp_Antecedens	Dieser	406.608796296296	2.00591171043849e-90
MIX_8x7b_t00_comp_Antecedens	Er	32.0777625090939	1.48123125608034e-08
MIX_8x7b_t02_comp_Antecedens	Der	303.94728628403	4.54788037854547e-68
MIX_8x7b_t02_comp_Antecedens	Dieser	389.004739336493	1.36316181496995e-86
MIX_8x7b_t02_comp_Antecedens	Er	37.1305091147645	1.10481543165653e-09
MIX_8x7b_t05_comp_Antecedens	Der	273.619433198381	1.84539197884609e-61
MIX_8x7b_t05_comp_Antecedens	Dieser	361.285130231948	1.47826370995375e-80
MIX_8x7b_t05_comp_Antecedens	Er	64.1595866129905	1.14738338039572e-15
ML3_70b_t00_comp_Antecedens	Der	313.615013021092	3.56231983113157e-70
ML3_70b_t00_comp_Antecedens	Dieser	392.46783173523	2.40232407304451e-87
ML3_70b_t00_comp_Antecedens	Er	120.083632019116	6.06491262996375e-28
ML3_70b_t02_comp_Antecedens	Der	305.508574113225	2.07813763357955e-68
ML3_70b_t02_comp_Antecedens	Dieser	392.46783173523	2.40232407304451e-87
ML3_70b_t02_comp_Antecedens	Er	155.720831781745	9.74254031688669e-36
ML3_70b_t05_comp_Antecedens	Der	326.135149292823	6.67685321054833e-73
ML3_70b_t05_comp_Antecedens	Dieser	375.430533729119	1.22976325138023e-83
ML3_70b_t05_comp_Antecedens	Er	147.666028164468	5.61224100329031e-34
ML3_8b_t00_comp_Antecedens	Der	5.62708646691953	0.0176850018338713
ML3_8b_t00_comp_Antecedens	Dieser	144.081472777125	3.41018603229955e-33
ML3_8b_t00_comp_Antecedens	Er	14.5298942849146	0.000137952989246435
ML3_8b_t02_comp_Antecedens	Der	3.64015507679885	0.0564016805307189
ML3_8b_t02_comp_Antecedens	Dieser	138.81190964121	4.8420502728981e-32
ML3_8b_t02_comp_Antecedens	Er	15.5794928497715	7.91079395854108e-05
ML3_8b_t05_comp_Antecedens	Der	0.0100065445287339	0.920318351063972
ML3_8b_t05_comp_Antecedens	Dieser	146.672593630612	9.25346562659113e-34
ML3_8b_t05_comp_Antecedens	Er	21.8435480786535	2.9580957684263e-06
ML3.1_8b_t00_comp_Antecedens	Der	6.63840494266895	0.00998032534460987
ML3.1_8b_t00_comp_Antecedens	Dieser	143.64043445122	4.25799446517319e-33
ML3.1_8b_t00_comp_Antecedens	Er	0	1
ML3.1_8b_t02_comp_Antecedens	Der	15.4149278946875	8.63038215345547e-05
ML3.1_8b_t02_comp_Antecedens	Dieser	125.1850796805	4.63624729872566e-29
ML3.1_8b_t02_comp_Antecedens	Er	7.7215291814686	0.00545661586133692
ML3.1_8b_t05_comp_Antecedens	Der	4.83273360322442	0.0279243215548832
ML3.1_8b_t05_comp_Antecedens	Dieser	93.2483855026693	4.61265627222615e-22
ML3.1_8b_t05_comp_Antecedens	Er	10.4367855832946	0.00123530066720628
ML3.2_3b_t00_comp_Antecedens	Der	165.301452286224	7.86065521233347e-38
ML3.2_3b_t00_comp_Antecedens	Dieser	267.383813267025	4.21799301569979e-60
ML3.2_3b_t00_comp_Antecedens	Er	88.890616516396	4.17257931273738e-21
ML3.2_3b_t02_comp_Antecedens	Der	179.090173066737	7.65729132895205e-41
ML3.2_3b_t02_comp_Antecedens	Dieser	249.855978689193	2.79150017572002e-56
ML3.2_3b_t02_comp_Antecedens	Er	79.0849089665089	5.94970753499884e-19
ML3.2_3b_t05_comp_Antecedens	Der	120.76324952062	4.30567803880845e-28
ML3.2_3b_t05_comp_Antecedens	Dieser	211.815988311773	5.51666429309381e-48
ML3.2_3b_t05_comp_Antecedens	Er	50.6568154648971	1.10013753816764e-12
OC3.6_8b_t00_comp_Antecedens	Der	35.07582799334	3.17112833996241e-09
OC3.6_8b_t00_comp_Antecedens	Dieser	103.406314699793	2.73003186318666e-24
OC3.6_8b_t00_comp_Antecedens	Er	0.928650377020357	0.335213869489569
OC3.6_8b_t02_comp_Antecedens	Der	63.8766235188949	1.32460116593187e-15
OC3.6_8b_t02_comp_Antecedens	Dieser	101.746761845007	6.30932483287802e-24
OC3.6_8b_t02_comp_Antecedens	Er	2.6984805953896	0.100443928445934
OC3.6_8b_t05_comp_Antecedens	Der	35.9792256742313	1.99432504557121e-09
OC3.6_8b_t05_comp_Antecedens	Dieser	103.016837888247	3.32311823699519e-24
OC3.6_8b_t05_comp_Antecedens	Er	3.74657538127953	0.0529158231719562
PHI3_14b_t00_comp_Antecedens	Der	293.340369720735	9.30537963841377e-66
PHI3_14b_t00_comp_Antecedens	Dieser	301.259948373651	1.75094676453826e-67
PHI3_14b_t00_comp_Antecedens	Er	144.581980519481	2.65064319619366e-33
PHI3_14b_t02_comp_Antecedens	Der	239.214069167681	5.83545431774834e-54
PHI3_14b_t02_comp_Antecedens	Dieser	316.865961590925	6.97546255037009e-71
PHI3_14b_t02_comp_Antecedens	Er	124.850509138129	5.48769346519622e-29
PHI3_14b_t05_comp_Antecedens	Der	160.664366651662	8.10016841648974e-37
PHI3_14b_t05_comp_Antecedens	Dieser	209.751568878179	1.55620420230752e-47
PHI3_14b_t05_comp_Antecedens	Er	89.760306013618	2.68834257130181e-21
QWEN2.5_14b_t00_comp_Antecedens	Der	160.883503548555	7.25465349548526e-37
QWEN2.5_14b_t00_comp_Antecedens	Dieser	142.160724322655	8.96887936698253e-33
QWEN2.5_14b_t00_comp_Antecedens	Er	12.7370420173773	0.000358484208818155
QWEN2.5_14b_t02_comp_Antecedens	Der	157.363827653425	4.26235210624681e-36
QWEN2.5_14b_t02_comp_Antecedens	Dieser	131.918574296128	1.55883691783366e-30
QWEN2.5_14b_t02_comp_Antecedens	Er	3.03113447160653	0.0816808867647289
QWEN2.5_14b_t05_comp_Antecedens	Der	199.405125280341	2.8160983599628e-45
QWEN2.5_14b_t05_comp_Antecedens	Dieser	100.29899013602	1.31043586444645e-23
QWEN2.5_14b_t05_comp_Antecedens	Er	0.0520196728944764	0.819585434439242
SK3_70b_t00_comp_Antecedens	Der	338.447342491161	1.38999751737291e-75
SK3_70b_t00_comp_Antecedens	Dieser	392.46783173523	2.40232407304451e-87
SK3_70b_t00_comp_Antecedens	Er	174.324812030075	8.4072112148161e-40
SK3_70b_t02_comp_Antecedens	Der	331.985994777058	3.55008634708456e-74
SK3_70b_t02_comp_Antecedens	Dieser	385.569802555168	7.6269443364235e-86
SK3_70b_t02_comp_Antecedens	Er	165.717182434424	6.3774205570804e-38
SK3_70b_t05_comp_Antecedens	Der	345.016385216636	5.15720383216464e-77
SK3_70b_t05_comp_Antecedens	Dieser	368.805674861529	3.40593870663998e-82
SK3_70b_t05_comp_Antecedens	Er	151.917631917632	6.60432113309372e-35
SK3_8b_t00_comp_Antecedens	Der	0.159094220973886	0.689991818021308
SK3_8b_t00_comp_Antecedens	Dieser	30.4123796187107	3.49291925774963e-08
SK3_8b_t00_comp_Antecedens	Er	1.42770833333333	0.232138804064038
SK3_8b_t02_comp_Antecedens	Der	0	1
SK3_8b_t02_comp_Antecedens	Dieser	15.573752494247	7.93484820411183e-05
SK3_8b_t02_comp_Antecedens	Er	0.00877457962397721	0.925369136372142
SK3_8b_t05_comp_Antecedens	Der	4.93091038494317	0.0263804162221966
SK3_8b_t05_comp_Antecedens	Dieser	18.2026523659778	1.986020613213e-05
SK3_8b_t05_comp_Antecedens	Er	0.0333477198251143	0.855101227742319
SKGEMMA2_9b_t00_comp_Antecedens	Der	348.691897736927	8.16580316759521e-78
SKGEMMA2_9b_t00_comp_Antecedens	Dieser	334.176910364366	1.18322613486411e-74
SKGEMMA2_9b_t00_comp_Antecedens	Er	158.140328186889	2.88388974685035e-36
SKGEMMA2_9b_t02_comp_Antecedens	Der	360.432830327567	2.26639997546981e-80
SKGEMMA2_9b_t02_comp_Antecedens	Dieser	334.176910364366	1.18322613486411e-74
SKGEMMA2_9b_t02_comp_Antecedens	Er	160.199312151982	1.02353146166752e-36
SKGEMMA2_9b_t05_comp_Antecedens	Der	364.044389769789	3.70632227834318e-81
SKGEMMA2_9b_t05_comp_Antecedens	Dieser	331.172481727378	5.33851693343802e-74
SKGEMMA2_9b_t05_comp_Antecedens	Er	160.002071564825	1.13030519754275e-36
SKLM_7b_t00_comp_Antecedens	Der	31.3158143939394	2.19286101466431e-08
SKLM_7b_t00_comp_Antecedens	Dieser	241.060161362048	2.30964433531818e-54
SKLM_7b_t00_comp_Antecedens	Er	7.2326470969704	0.00715895719630998
SKLM_7b_t02_comp_Antecedens	Der	19.8726325757576	8.27768790293049e-06
SKLM_7b_t02_comp_Antecedens	Dieser	247.592110151234	8.69743828976168e-56
SKLM_7b_t02_comp_Antecedens	Er	19.5737848654429	9.67881935702229e-06
SKLM_7b_t05_comp_Antecedens	Der	25.7800017050759	3.82632605702149e-07
SKLM_7b_t05_comp_Antecedens	Dieser	197.020805497232	9.33217081035347e-45
SKLM_7b_t05_comp_Antecedens	Er	8.72949746566013	0.00313102781864954
SKv2_14b_t00_comp_Antecedens	Der	268.661023470566	2.22195873776863e-60
SKv2_14b_t00_comp_Antecedens	Dieser	204.070836610628	2.70101979466557e-46
SKv2_14b_t00_comp_Antecedens	Er	37.4227285971977	9.51072970033483e-10
SKv2_14b_t02_comp_Antecedens	Der	247.407955429306	9.53982342334675e-56
SKv2_14b_t02_comp_Antecedens	Dieser	230.389354292881	4.90265364153971e-52
SKv2_14b_t02_comp_Antecedens	Er	46.4970135746606	9.17581920185806e-12
SKv2_14b_t05_comp_Antecedens	Der	176.716132213549	2.52614149360959e-40
SKv2_14b_t05_comp_Antecedens	Dieser	216.737503614994	4.65629974586338e-49
SKv2_14b_t05_comp_Antecedens	Er	27.2667953067563	1.77228937909773e-07
Human_Antecedens	Der	233.840785249682	8.66484539859998e-53
Human_Antecedens	Dieser	225.109695902047	6.94840777656056e-51
Human_Antecedens	Er	0.65501242371107	0.418326287178653
